"place_num","place_name","place_img","place_addr","place_time","place_detail"
129,종로문화원,128,서울특별시 종로구 율곡로 5,"09:00~18:00","종로문화원은 종로의 다양한 문화유산과 전통거리골목 등과 다양한 문화행사를 통해 시민들과 관광객들에게 제공하며, 지역주민의 삶의 질 향상과 문화복지의 지속적 확산을 꿈꾸며 여가선용의 기회를 부여하고 있다"
130,가람화랑,129,서울특별시 종로구 인사동10길 11,"10:00~17:00",형상미술을 위주로 하는 작가들의 작품을 볼 수 있는 곳
131,인사동,130,서울특별시 종로구 인사동길 62,"00:00~24:00",추억과 즐거운을 선사하는 문화복합몰
132,축구전시관,131,서울특별시 종로구 경희궁길 46,"09:00~18:00",대한민국 축구의 시작부터 현재
133,서울청소년수련관,132,서울특별시 중구 을지로11길 23,상시이용※체험시간은 홈페이지 참조,청소년들의 균형 있는 성장을 돕는 센터
134,갤러리 우림,133,서울특별시 종로구 인사동10길 18,"평일 10:00~18:00
주말 11:00~16:00",미래 지향적인 문화 휴식 공간
135,모인화랑,134,서울특별시 종로구 인사동10길 13,"10:00~18:30 (동절기 ~18:00)",현대미술 작품의 소통의 장
136,서울메트로미술관,135,서울특별시 종로구 사직로 지하 130,"07:00~22:00",경복궁역 안 예술이 깃든 공간
137,경인미술관,136,서울특별시 종로구 인사동10길 11-4,"* 미술관 : 10:00~18:00
(전시 철수 및 준비 - 화요일 / 오픈 - 수요일)
* 전통 다원 : 10:00~22:50
* 어검당 : 10:00~18:00(예약제)",경인 이금홍선생이 설립한 경인미술관
138,경운동민병옥가옥,137,서울특별시 종로구 인사동10길 23-9,문의바람,우리 전통 가옥의 변화를 살펴볼 수 있는 곳
139,시간을 담다,138,서울특별시 중구 삼일대로8길 20-1,"11:00 ~ 20:00",아름다운 추억을 한장의 캐리커쳐로 표현하는 곳
140,인영아트센터,139,서울특별시 종로구 인사동10길 23-4,"11:00 ~ 18:00",전통적인 인사동에서 느끼는 현대미술공간
141,국립고궁박물관,140,서울특별시 종로구 효자로 12,"10:00~18:00 
※ 관람 종료 1시간 전까지 입장가능",조선 왕실과 대한제국 황실의 문화와 역사의 이해를 돕는 좋은 동반자
142,한복남,141,서울특별시 종로구 사직로 133-5,"09:00 ~ 19:00
※ 시기에 따라 마감시간 변동됨으로 매장 문의",전통 한복이 가진 아름다움을 느껴보자 !
143,갤러리 M,142,서울특별시 종로구 삼일대로 445,"월~토 10:00~19:00
일요일 및 공휴일 11:00~18:30",미술 장르의 다양함을 마주하는 문화공간
144,연필로 명상하기,143,서울특별시 중구 퇴계로20길 50,문의바람,애니메이션 나도 만들어 볼래 !
145,낙원동 아구찜 거리,144,서울특별시 종로구 삼일대로 428,대부분 상점들이 24시간 영업,서울에서 맛보는 아구찜의 진수
146,남산 케이블카,145,서울특별시 중구 소파로 83,"10:00~23:00
매표마감 : 왕복티켓 22:30 / 편도티켓 22:45",남산의 풍광을 한눈에 조망할 수 있는 남산케이블카
147,천도교중앙대교당,146,서울특별시 종로구 삼일대로 457,상시,"항일운동의 거점, 천도교 중앙대교당"
148,갤러리 현대,147,서울특별시 종로구 삼청로 14,화~일 10:00~18:00,한국 미술계의 정보를 전달하고 활성화 시키는 곳
149,춘원당한의약박물관,148,서울특별시 종로구 돈화문로9길 27,"월~금요일 09:00~18:00
토요일 09:00~13:00",한의학의 근·현대 역사를 되짚어보다
150,건청궁,149,서울특별시 종로구 사직로 161,문의바람,명성황후가 일본인의 손에 의해 무참히 시해된 곳
151,다보성 갤러리,150,서울특별시 종로구 삼일대로 457,월~금 09:00~18:00 / 토 09:00~16:00,수준 높은 다수의 고미술품을 전시하고 보존하는 곳
152,갤러리 미즈,151,서울특별시 종로구 삼일대로 461,"10:30~18:30","1982년도에 개관한 갤러리 미즈는 기획전, 초대전을 비롯 한국미술의 발전을 위해 견인차 역할을 해오고 있다"
153,독립선언문 배부 터,152,서울특별시 종로구 삼일대로 457,"24시간","1919년 3·1운동 당시, 독립선언문을 검토하고 배부했던 곳"
154,금호미술관,153,서울특별시 종로구 삼청로 18,"10:00~18:00",현대미술의 흐름을 경험하는 기회
155,서울 약현성당,154,서울특별시 중구 청파로 447-1,"[주일미사(일요일)]
06:00, 09:30, 11:00, 18:00",순교자들의 넋을 기리고 그 정신을 본받기 위해 세운 성당
156,서울공예박물관,155,서울특별시 종로구 율곡로3길 4,"평일 10:00 ~ 18:00 (평일, 주말 동일)
※ 전시관람은 인터넷 사전예약후에 이용이 가능",전통부터 현대까지 다양한 시대와 분야를 아우르는 공예품을 만나볼 수 있는 곳
157,남산예술센터,156,서울특별시 중구 소파로 138,"10:00~18:00",한국현대연극의 역사적 뿌리
158,나화랑,157,서울특별시 종로구 삼일대로 461,"10:00~19:00","나화랑은 1987년을 시작으로, 그 동안 폭 넓고 깊이 있는 미술감상의 기회를 제공해 왔다"
159,이리자 한복전시관,158,서울특별시 종로구 삼청로 20,"10:00~20:00 (전화문의)",우리 옷의 아름다움을 지키는 곳
160,김익상 의거지,159,서울특별시 중구 소파로 126,문의바람,독립운동가 의거지
161,홍파동 홍난파 가옥,160,서울특별시 종로구 송월1길 38,"하절기(4~10월) 11:00~17:00
동절기(11~3월) 11:00~16:00","1930년대 서양 가옥의 특성을 잘 보존하고 있는 곳"
162,세종마을 음식문화거리,161,서울특별시 종로구 체부동,점포마다 다름,골라 먹는 재미가 있는 시장 맛집 골목
163,성재이시영선생동상,162,서울특별시 중구 회현동1가 100-115,문의바람,국가보훈처 지정 현충시설 10-1-10호
164,문화역 서울 284,163,서울특별시 중구 통일로 1,"10:00-19:00
※ 관람시간 30분 전 입장 마감
※ 매주 마지막주 수요일 (문화가 있는날) 21:00까지 연장운영",구서울역사를 복원하여 만든 문화역 서울 284
165,대림미술관,164,서울특별시 종로구 자하문로4길 21,"10:00~19:00
※ 매표는 마감 1시간 전까지 가능",대림미술관은 대림그룹이 설립한 미술관으로 1996년 대전에 대림미술관을 설립하였다가 2002년 서울 종로로 이전하였다
166,백범김구선생상(백범 광장),165,서울특별시 중구 회현동,문의바람,김구 선생의 애국정신을 기리기 곳
167,을지로 노가리골목,166,서울특별시 중구 을지로 129 을지로3가역 3호선,문의바람,생맥주와 노가리가 있는 서울 야시장의 성지
168,아프리카미술관,167,서울특별시 종로구 삼청로 24-1,"10:30~18:30 (전화문의)",아프리카의 문화
169,익선동,168,서울특별시 종로구 익선동,"00:00~24:00(점포마다 상이함)",골목과 한옥이 어우러져 아름다운 매력을 풍기는 곳
170,충무로 인쇄골목,169,서울특별시 중구 충무로 29 아시아미디어타워,문의바람,충무로 인쇄골목은 을지로3가역 인근 명보아트홀에서 마른내길을 따라 중구청에 이르는 1
171,그라운드시소 서촌,170,서울특별시 종로구 자하문로6길 18-8,"10:00~19:00 (입장마감: 오후 6시)",종로 서촌에서 전시제작사 미디어앤아트가 선보이는 복합문화공간
172,갤러리 시몬,171,서울특별시 종로구 자하문로6길 20,"10:30~18:30",현대 미술의 미
173,서울특별시교육청 과학전시관 (남산분관),172,서울특별시 중구 소파로 46,"10:00~17:00","기초 과학, 생활 과학, 과학 문화재 등 131 종류 총 약 630점의 전시물들이 분야 별로 설치되어 있는 곳으로 학생들이 직접 조작 및 관찰함으로써 탐구력을 신장하고 창의성을 계발하는데 도움을 주는 유용한 과학 체험학습장이다"
174,명보아트홀,173,서울특별시 중구 마른내로 47,공연에 따라 다름,"* 관객과 예술가 모두의 꿈이 이루어지는 행복한 공간 / 생활 속의 휴식처, 함께 하는 기쁨이 있는 열린 문화 공간 *

반세기의 전통과 명성의 (구)명보극장을 리모델링하여 2009년 명보아트홀로 재개관하였다"
175,기억의 터(일본군 위안부),174,서울특별시 중구 퇴계로26가길 6,"10:00-16:00",보고 듣고 느끼며 걷는 기억의 길
176,국립현대미술관 서울,175,서울특별시 종로구 삼청로 30,"10:00~18:00
야간개장 (수/토요일) 10:00 ~ 21:00
※ 발권시간 : 관람종료 1시간 전까지 가능",국립현대미술관 서울관은 동시대 현대미술을 중점적으로 다루는 미술관이다
177,서촌마을,176,서울특별시 종로구 필운대로 45,문의바람,특유의 정겨움과 소박함이 반겨주는 마을
178,사직공원(서울),177,서울특별시 종로구 사직로 89,"00:00~24:00","조선시대에 궁궐, 종묘를 지을 때 함께 지은 사직단이 있는 곳"
179,진화랑,178,서울특별시 종로구 효자로 25,"평일 : 10:00~18:00
토~일 : 10:00 ~ 17:00 (전화문의)",국내외 다양한 전시 기획을 주관하는 갤러리
180,서울 운현궁,179,서울특별시 종로구 삼일대로 464,"연중상시, 자세한문의는 전화 확인필요",대원군의 정치활동 근거지
181,경복궁,180,서울특별시 종로구 사직로 161,하절기 09:00~18:30동절기 09:00~17:00※ 자세한 사항은 홈페이지 참조,그 시절부터 우리가 사랑한 서울의 다섯 궁궐 ①
182,일본공보문화원,181,서울특별시 종로구 율곡로 64,"10:00 ~ 17:30 (점심시간 12:30~13:30)","일본 문화를 소개하는 ""일본공보문화원"""
183,서울특별시교육청 어린이도서관,182,서울특별시 종로구 사직로9길 7,"[책누리, 유아책누리, 전자누리, 전시실]
평일 09:00~18:00 / 주말 09:00~17:00",어린이들의 문화공유의 장
184,갤러리 아트사이드,183,서울특별시 종로구 자하문로6길 15 갤러리 아트싸이드,"10:00~18:00",작가들을 발굴하여 세계 미술시장에 소개하는 갤러리
185,아트스페이스3,184,서울특별시 종로구 효자로7길 23,"10:30~18:00",젊은 예술가들의 실험 창작 공간
186,레일크루즈 해랑열차,185,서울특별시 용산구 한강대로 405,문의바람,철도를 달리는 유람선 해랑열차
187,사직단,186,광주광역시 남구 사직길 49,"24시간","신에게 제를 올리던 곳, 사직단(社稷壇)"
188,표갤러리,187,서울특별시 종로구 자하문로5길 18-4,"09:00~18:00",우리다운 것이 가장 세계적인 것!
189,갤러리 아트링크,188,서울특별시 종로구 율곡로3길 66-17,평일 10:00~18:00,현대미술과 미술 대중사이를 좁혀주는 곳
190,떡박물관,189,서울특별시 종로구 돈화문로 71,월~토 10:00~18:00,전통 떡과 차 민속주 등을 전시하는 박물관
191,인왕산,190,서울특별시 종로구 인왕산로1길 29,문의바람,"인왕산(仁王山)에는 태조, 무학대사의 기도터와 사직터널에서 자하문까지 서울 외곽을 쌓았던 성곽이 남아 있다"
192,안중근의사기념관,191,서울특별시 중구 소월로 91,"하절기(3~10월) 10:00~18:00
동절기(11~2월) 10:00~17:00
※ 종료 1시간전 입장 마감",안중근은 개항 이후 나라가 일제의 침략으로 참담하게 국권을 피탈당하고 있을 때 불타는 애국심으로 침략의 원흉 이토 히로부미를 처단하여 조국이 나아가야 할 길을 밝힌 민족의 영웅이다
193,보안1942,192,서울특별시 종로구 효자로 33,"* Boanstay : 입실 15:00 / 퇴실 11:00
* Boan1942 : 화-일 12:00 ~ 18:00
* BOANBOOKS 
- 화~일 12:00 ~ 19:00
※ 월요일 휴무
* 33Market
- 평일 : 12:00 ~ 21:00 (20:00 마감)
- 토요일 : 12:00 ~ 21:00 (21:00 마감)
- 일요일 : 12:00 ~ 19:00 (18:00 마감)
※ 월요일 휴무",숙박시설이 있는 문화예술 공간 Boan1942
194,딜쿠샤,193,서울특별시 종로구 사직로2길 17,"화~일 10:00 ~ 17:30
사전 예약에 의한 해설관람 (일 4회, 매회 15~20명 이내)","1919년 3"
195,대각사,194,서울특별시 종로구 율곡로10길 87,일출시~일몰시,"대각사(大覺寺)는 서울시 종로구 창덕궁 후원 앞 방향에 위치하고 있는 재단법인 대각회(大覺會)의 사찰로서, 1911년 용성(城) 진종(震鍾) 대종사가 창건하였다"
196,손기정기념관,195,서울특별시 중구 손기정로 101,"10:00~18:00 (입장마감 17:00)","나의 조국, 나의 마라톤 - 위대한 마라톤 지도자 손기정"
197,서울로 7017,196,서울특별시 중구 한강대로 405,"24시간 개방",서울과 서울을 잇는 길
198,안중근의사 동상,197,서울특별시 용산구 후암동 30-80,문의바람,"안중근의사 동상은 독립운동에 투신하여 순국하신 안중근의사의 숭고한 뜻을 기리고 그 애국정신을 후세에 널리 전하기 위하여 2010년 10월 22일 재건립되었으며, 하얼빈역에서 이토 히로부미를 저격한 직후 태극기를 꺼내든 당당하고 떳떳한 모습으로 안중근의사기념관의 입구에 위치한다"
199,아띠인력거,198,서울특별시 종로구 북촌로5길 43,"10:00~18:00 (휴게시간 12:00~13:00)",인력거를 타고 떠나는 신나는 서울 투어 !
200,아트선재센터,199,서울특별시 종로구 율곡로3길 87,"12:00~19:00",현대인의 문화 놀이터
201,전통주갤러리,200,서울특별시 종로구 북촌로 18,"10:00~19:00",전통주의 가치를 느낄 수 있는 공간
202,서울특별시교육청 종로도서관,201,서울특별시 종로구 사직로9길 15-14,"[인문사회과학실/어문학실] 평일 09:00~20:00 / 주말 09:00~17:00
[자연과학정보실] 평일 09:00~18:00 / 주말 09:00~17:00
[인왕산(특화자료실)] 평일 09:00~18:00 
[자율학습실]
하절기(3~10월) 평일 07:00~22:00 / 주말 07:00~22:00
동절기(11~2월) 평일 08:00~22:00 / 주말 08:00~22:00",서울에서 가장 오랜 역사를 지닌 공공 도서관
203,고촌홀(제약박물관),202,서울 서대문구 충정로 8,"하절기(3~10월) 10:00~17:00
동절기(11~2월) 10:00~16:00",‘고촌’은 종근당 창업자 고 이종근 회장의 호에서 따왔다
204,홍건익가옥,203,서울특별시 종로구 필운대로1길 14-4,"10:00 ~ 18:00",서촌의 좁은 골목 사이에 있는 홍건익가옥은 지난 2017년 공공한옥으로 일반에 개방되었다
205,남산순환나들길,204,서울특별시 중구 남산공원길 609,"24시간",총 길이 7
206,경찰박물관,205,서울특별시 종로구 송월길 162,"09:30 ~17:30 (입장마감 17:00)",한국 경찰의 50년 역사를 살펴볼 수 있는 곳
207,갤러리조선,206,서울특별시 종로구 북촌로5길 64,"10:30~18:30",다양한 기획전과 개인 초대전을 열고 있는 갤러리
208,아라리오 갤러리(서울),207,서울특별시 종로구 북촌로5길 84,화~일 10:00~19:00,도전과 패기로 한국 미술계에 새로운 활력을 불어넣고 있는 아라리오 갤러리는 2002년 12월에 천안을 시작으로 2005년 12월에는 중국 베이징에 이어 2006년 4월 6일 서울 소격동에 새로운 갤러리를 오픈했다
209,종묘광장공원,208,서울특별시 종로구 종로 157,"24시간","종묘는 조선 왕조의 왕과 왕비, 그리고 사후에 추존된 왕과 왕비의 신주를 모신 사당이다"
210,아라리오뮤지엄 인 스페이스,209,서울특별시 종로구 율곡로 83,화요일~일요일 10:00~19:00,현대미술에 문화적 가치를 더하다
211,을지로예술공장,210,서울특별시 중구 을지로 157,"10:00~19:00",도심 속 특별한 전시공간
212,서울특별시교육청 정독도서관,211,서울특별시 종로구 북촌로5길 48,"[인문사회자연과학실, 어문학·족보실]
평일 09:00 ~ 20:00 주말 09:00 ~ 17:00
[어린이실, 청소년관, 다국어·연속간행물실, 디지털자료실, 서울교육박물관]
평일 09:00 ~ 18:00 주말 09:00 ~ 17:00 
[자율학습실, 노트북실]
3월~10월(하절기): 7:00 - 22:00
11월~2월(동절기): 8:00 - 22:00",도서관 입구까지 이어지는 벚꽃길이 인상적
213,서울교육박물관,212,서울특별시 종로구 북촌로5길 48,"평일 09:00~18:00
토/일요일 09:00~17:00","서울교육박물관은 우리나라 교육을 선도해 온 서울 교육의 위상을 정립하고 21세기 주역이 될 후손들에게 우리교육의 밝은 미래를 제시하기 위해 우리나라 교육의 발전모습을 한 눈에 살펴볼 수 있도록 교육제도, 교육과정, 교육내용, 교육기관, 교육활동 등에 관한 유물과 사진 등 각종 자료를 시대별로 전시하여 지난 1995년 6월 15일에 개관하여 운영하고 있는 교육전문박물관이다"
214,세운상가,213,서울특별시 종로구 청계천로 159,문의바람,"다시-세운 프로젝트, 세운상가

세운전자상가는 1968년 만들어진 국내 최초의 종합전자상가이자 40년 전통의 전자상가이다"
215,학고재,214,서울특별시 종로구 삼청로 50 학고재,"10:00~18:00",전통과 현재를 공존하는 예술공간
216,서울 관상감 관천대,215,서울특별시 종로구 원서동,문의바람,그 옛날 별을 관측하던 곳
217,서울우리소리박물관,216,서울특별시 종로구 율곡로 96,"* 화~금요일/일요일 09:00∼18:00
* 토요일 09:00∼19:00",전국의 소리를 누구나 편안하게 즐길 수 있는 휴식공간
218,북촌문화센터,217,서울특별시 종로구 계동길 37,"월~금 09:00~18:00 
토,일 10:00~17:00 
(강좌별로 진행시간 다름)",시민의 문화향유를 위한 곳
219,서울특별시교육청 남산도서관,218,서울특별시 용산구 소월로 109,"[일반열람실]
하절기(3~10월) 평일 07:00~22:00 / 주말 07:00~22:00
동절기(11~2월) 평일 08:00~22:00 / 주말 08:00~22:00
※ 자세한 이용시간은 홈페이지 참고",우리나라 최초의 공립도서관
220,북촌 8경,219,서울특별시 종로구 계동길 37,문의바람,북촌은 원래 청계천과 종로의 윗동네를 이르는 지명이다
221,북촌한옥마을,220,서울특별시 종로구 계동길 37,"* 허용시간 : 10:00 ~17:00(주중,토) / 일요일 : 골목길 쉬는 날
* 대상지역 : 북촌로 11길 일대 약 100m 구간",전통한옥과 수많은 가지 모양의 골목이 6백 년 역사도시의 풍경을 극적으로 보여주고 있는 북촌한옥마을
222,국제갤러리,221,서울특별시 종로구 삼청로 54,"월요일~토요일 10:00~18:00
일요일,공휴일 10:00~17:00",국제갤러리는 1982년 개관 이후 지금까지 대표적인 국내 화랑으로서 세계적으로 유명한 현대미술 작가의 작품과 그 흐름을 접하고 감상할 수 있는 흔치 않은 기회를 제공한다
223,백악정,222,서울특별시 종로구 청와대로 1 청와대,"09:00~18:00
※ 대통문 폐쇄 5~8월 18:00 / 3, 4월 및 9, 10월 17:00 / 11~2월 16:00",대통령도 즐겨 찾던 산책 명소
224,한국의집,223,서울특별시 중구 퇴계로36길 10,"공연 20:00~21:00
※ 프로그램별 상이하므로 홈페이지 참조",한국의집은 조선시대 집현전 학자인 박팽년의 사저가 있던 곳으로 국가무형문화재 대목장 신응수가 경복궁의 자경전을 본떠 지난 1980년 건축하여 다음해 1981년에 개장하였다
225,서울특별시교육청 용산도서관,224,서울특별시 용산구 두텁바위로 160,"[문헌정보실]
평일 09:00~20:00 / 주말 09:00~17:00
[디지털·간행물실/어린이실]
평일 09:00~18:00 / 주말 09:00~17:00
[자율학습실]
하절기(3~10월) 07:00~22:00 / 동절기(11월~2월) 토~일 08:00~22:00",찾는 기쁨과 읽는 행복이 함께하는 도서관
226,현대원서공원,225,서울특별시 종로구 창덕궁길 19,문의바람,창덕궁길 앞 걷기 좋은 공원길
227,바라캇 서울,226,서울특별시 종로구 삼청로 58-4,"화-일요일, 10:00-18:00",세계적인 유물 컬렉션을 보유한 바라캇 갤러리 서울 본관
228,유즈패밀리,227,서울특별시 종로구 율곡로10길 19,체험 프로그램에 따라 다름,한국의 가정 생활과 문화를 옅보다
229,호전다실,228,서울특별시 종로구 자하문로11길 16-2,"10:00~21:00",서울 경복궁 옆 서촌에 전통차(클래식차) 등을 시음할 수 있는 공간
230,남산골한옥마을,229,서울특별시 중구 퇴계로34길 28,"전통가옥 관람 안내 (가옥운영 사무실 02-6358-5533) 
하절기(4월~10월) 09:00~21:00
동절기(11월~3월) 09:00~20:00
※ 매주 월요일 정기휴관
전통정원 관람시간 (관리사무소 02-2264-4412)
24시간 개방",한옥이 보존되어 있는 마을
231,관훈동 민씨 가옥 (구 부마도위박영효가옥),230,서울특별시 중구 퇴계로34길 28,문의바람,남산골 한옥마을 내의 전통가옥
232,서울천년타임캡슐광장,231,서울특별시 중구 퇴계로34길 28,"4~10월 09:00~21:0011~3월 09:00~20:00",과거의 시간을 미래에게 보내는 광장
233,서울남산국악당,232,서울특별시 중구 퇴계로34길 28,공연에 따라 다름,전통 공연 관람과 여유로운 휴식이 함께 하는 특별한 공간
234,세계장신구박물관,233,서울특별시 종로구 북촌로5나길 2,"10:00~17:00",문화의 거리 삼청동 길
235,백인제가옥,234,서울특별시 종로구 북촌로7길 16,"09:00~18:00 (입장마감 17:30)
※ 자유관람시 관람시간내에 시설 외부 관람 가능
(안채, 사랑채 등 시설 내부 입장 불가)",전통적인 한옥의 모습과 근대적 변화를 수용한 고택
236,을지예술센터,235,서울특별시 중구 창경궁로5다길 18,"13:00 - 20:00 (운영시간 내 자유롭게 입장 가능)",을지로의 힙한 예술 감성을 느낄 수 있는 곳
237,북촌박물관,236,서울특별시 종로구 북촌로 39,월~토 10:00 - 18:00,전통문화의 가치와 현대미술의 아름다움을 보여주는 곳
238,서울돈화문국악당,237,서울특별시 종로구 율곡로 102,공연에 따라 다름,관객들이 연주자와 함께 호흡하며 우리 전통의 멋을 쉽게 경험할 수 있는 곳
239,삼청동오위장김춘영가옥,238,서울특별시 중구 퇴계로34길 28,문의바람,중류층 거주 공간의 모습을 보여주는 가옥
240,순정효황후윤씨친가,239,서울특별시 중구 퇴계로34길 28,문의바람,조선말 윤비의 저택이었다고 전하는 이 가옥의 평면은 전체 'ㄷ'자형이고 대문은 동향으로 내었다
241,손기정문화도서관,240,서울특별시 중구 손기정로 101-3 손기정공원,"09:00 - 22:00",카페같이 예쁜 공간에서 즐기는 독서의 시간
242,종묘 [유네스코 세계문화유산],241,서울특별시 종로구 종로 157,"[일반관람] 언어권별 시간제관람
[자유관람 - 매주 토요일, 매월 마지막 주 수요일]
2~5월, 9~10월 09:00~18:00
6~8월 09:00~18:30
11~1월 09:00~17:30
※ 매표는 마감 1시간 전까지",왕과 왕후의 신주를 모신 사당
243,국립민속박물관&국립민속박물관 어린이박물관,242,서울특별시 종로구 삼청로 37,"평일 09:00 - 18:00 6월~8월 (17시까지 입장, 어린이 박물관은 17시 30까지 입장)
매일 09:00 - 18:00 3월~5월, 9월~10월 (17시까지 입장, 어린이 박물관은 17시 30까지 입장)
매일 09:00 - 17:00 11월~2월 (16시까지 입장, 어린이 박물관은 16시 30까지 입장)
주말 09:00 - 19:00 6월~8월 (18시까지 입장, 어린이 박물관은 18시 30까지 입장)",국내 유일의 민속생활사 관련 국립·종합박물관
244,해풍부원군윤택영댁재실,243,서울특별시 중구 퇴계로34길 28,문의바람,특색 있는 구조의 고택
245,남산공원(서울),244,서울특별시 중구 삼일대로 231,상시개방,"한양도성의 안산, 서울의 중심 남산도시자연공원"
246,LG상남도서관,245,서울특별시 종로구 창덕궁1길 18 LG상남도서관,문의바람,과학기술 전문 도서관
247,황학정,246,서울특별시 종로구 사직로9길 15-32,문의바람,대한제국 때의 누정
248,창덕궁 향나무,247,서울특별시 종로구 율곡로 99,문의바람,"창덕궁의 향나무는 나이가 약 700살 정도로 추정되며, 높이 12m, 뿌리부분 둘레 5"
249,남산국치길,248,서울특별시 중구,상시,국권 상실의 현장을 기억하고 상처를 치유하자
250,목멱산봉수대터,249,서울특별시 중구 남산공원길 125-72,문의바람,봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 옛날의 통신수단을 말한다
251,반공 청년운동 순국 열사 기념비,250,서울특별시 중구 남산공원길 125-72,문의바람,반공청년운동 기념비 건립위원회는 1968년 10월 9일 중구 예장동 산5-6에 반공청년운동을 전개하다 순국한 애국열사들의 넋을 기리고 그들의 호국정신을 길이 계승하고자 이 기념비를 건립하였다
252,가회민화박물관,251,서울특별시 종로구 북촌로 52,"3월~11월 10:00~18:00
12월~2월 10:00~17:00
※ 관람 시 종료 40분 전까지 입장
※ 체험 시 종료 1시간 전까지 입장",우리의 전통문화와 예술을 보존하고 발전시키는 박물관
