"place_num","place_name","place_img","place_addr","place_time","place_detail"
650,서울 영휘원(순헌황귀비)과 숭인원(이진),649,서울특별시 동대문구 홍릉로 90,"3~10월 09:00~18:30
11~2월 09:00~17:30
※ 매표는 마감 1시간 전까지",영휘원 안에는 조선왕조 제 26대 고종의 후궁이며 영친왕의 생모인 순헌귀비 엄씨의 원인 영휘원과 영친왕의 첫째 아들의 원인 숭인원이 있다
651,세빛섬,650,서울특별시 서초구 올림픽대로 2085-14,"*시설별로 다르므로, 홈페이지 참고",한강을 아름답게 밝혀주는 세개의 빛나는 섬
652,정몽주 동상,651,서울특별시 마포구 합정동,문의바람,"1970년 10월 16일 건립되었으며 합정동 양화대교 입구 녹지대에 있다"
653,한국천주교순교자박물관,652,서울특별시 마포구 토정로 6,"09:30~17:00",병인박해의 역사를 기리는 공간
654,절두산 순교성지,653,서울특별시 마포구 토정로 6,"09:30~17:00",한국 천주교의 역사에 대하여 알아갈 수 있는 곳
655,효사정,654,서울특별시 동작구 현충로 55,"00:00~24:00",시원스레 펼쳐진 한강의 경치가 아름다운 곳
656,갤러리 인데코,655,서울특별시 강남구 압구정로36길 8,"10:30 ~ 17:30",국내외 다양한 전시기획을 주관하는 곳
657,신사동 가로수길,656,서울특별시 강남구 신사동 일대,상시 가능,하루가 모자른 가로수길
658,한강,657,서울특별시 성동구 강변북로 257,문의바람,우리 민족과 더불어 기쁨과 슬픔을 함께 해 온 우리 삶의 터전
659,수도박물관,658,서울특별시 성동구 왕십리로 27,"하절기(3~10월) 평일 10:00~20:00 /공휴일 10:00~19:00
동절기(11~2월) 평일 10:00~19:00 /공휴일 10:00~18:00","상수도 역사의 과거, 현재, 미래가 있는 곳"
660,금선사(서울),659,서울특별시 종로구 비봉길 137,문의바람,아름다운 자연환경과 솔내음이 가득한 아름다운 사찰
661,북한산 자락길,660,서울특별시 성북구 솔샘로25가길 8,문의바람,소나무·잣나무 숲터널을 가로지르며 삼림욕을 즐길 수 있는 곳
662,사육신공원,661,서울특별시 동작구 노량진로 191,문의바람,충절로 남긴 이름
663,다도화랑,662,서울특별시 강남구 논현로159길 24,"10:00 ~18:00",문화발전에 기여하는 다도화랑
664,엘크레,663,서울특별시 강남구 도산대로15길 41,"평일 10:00~20:00
토요일 10:00~19:00
※ 매주 일요일 휴무",k-뷰티의 아름다움을 배워보자 !
665,스파레이,664,서울특별시 서초구 강남대로107길 5,"24시간",전통 동유럽 분위기를 물씬 느낄 수 있는 스파
666,윌리엄해밀턴쇼 동상,665,서울특별시 은평구 응암로 376,문의바람,서위렴2세를 추모하는 공간
667,청량사(서울),666,서울특별시 동대문구 제기로31길 10-3 청량사,문의바람,서울 동대문구 청량리동에 위치한 사찰
668,답십리 고미술상가,667,서울특별시 동대문구 고미술로 39,문의바람,독특하고 신기한 고미술품을 판매하는 곳
669,서울옥션 강남센터,668,서울특별시 강남구 언주로 864,매일 10:00 - 19:00 (13:00 - 13:30 방역),서울옥션은 1998년 설립된 국내 최초의 미술품 경매 회사다
670,[북한산 둘레길] 4 솔샘길,669,서울특별시 성북구 솔샘로25길 121-50,문의바람,북한산의 자연 그대로의 모습과 인공적인 모습이 공존하는 코스
671,립바이 메이크업 스튜디오,670,서울특별시 강남구 논현로155길 8,"10:00~22:00 (예약제 운영)",내 얼굴에 맞는 화장법을 찾아서
672,여의도공원 문화의마당,671,서울특별시 영등포구 여의공원로 68,상시 개방,여가와 휴식을 즐길 수 있는 문화공간인 여의도공원
673,여의도공원,672,서울특별시 영등포구 여의공원로 68 여의도공원관리사무소,"24시간","뉴욕에 센트럴파크, 런던에 하이드파크가 있다면 서울에는 여의도공원이 있다"
674,반포한강공원 달빛광장,673,서울특별시 서초구 신반포로11길 40,"00:00 - 24:00","서울 반포대교와 잠수대교 한강 남단에 있는 반포한강공원의 중심 광장으로, 달의 모습을 형상화하여 만든 테마 광장이다"
675,반포한강공원,674,서울특별시 서초구 신반포로11길 40 한강공원 반포 안내센터,반포대교 달빛무지개분수 가동시간은 확인후 방문,세계에서 가장 긴 교량분수가 있는 곳
676,반포 서래섬,675,서울특별시 서초구 신반포로11길 40,"24시간",도심속에 자리잡은 시민들의 휴식공간
677,반포대교 달빛무지개분수,676,서울특별시 서초구 신반포로11길 40,"비수기(4~6월, 9~10월) : 12:00, 19:30, 20:00, 20:30, 21:00(매회 20분)
성수기(7~8월) : 12:00, 19:30, 20:00, 20:30, 21:00, 21:30(매회 20분)",아름다운 야경을 선물하는 곳
678,한국잡지정보관,677,서울특별시 영등포구 여의대방로67길 11,평일10:00~18:00,우리민족의 발자취와 세대의 흐름
679,망원정지,678,서울특별시 마포구 동교로8안길 23,문의바람,합정동에 위치하고 있는 정자로서 서울시 기념물
680,코리아나 화장박물관,679,서울특별시 강남구 언주로 827,"화-금 11:00 ~ 18:00
토요일 12:00 ~ 18:00",국내 유일의 전문 화장박물관
681,북한산 족두리봉,680,서울특별시 은평구 불광동 산 43-108,일출 ~ 일몰,서울 은평구에서 즐기는 산행코스
682,조선일보 뉴지엄,681,서울특별시 동작구 현충로 124,화~일 10:00~18:00,"스마트한 신문 세상을 향한 한 걸음

조선일보 뉴지엄은 뉴스(News)와 박물관(Museum)의 개념을 함께 아우른 공간으로, 조선일보 역사기념관과 미디어체험관으로 구성되어 있다"
683,자매공원(앙카라공원),682,서울특별시 영등포구 여의대방로 372-1,"00:00~24:00","터키의 수도, 앙카라시와의 자매결연을 기념하며!"
684,국회의사당,683,서울특별시 영등포구 의사당대로 1,문의바람,"여의도 면적 80만 평 가운데 의사당 대지 10만 평에 건물면적 2만 4,636평을 차지하는 지하 2층 지상 8층의 석조건물이다"
685,국회 방문자센터 헌정기념관,684,서울특별시 영등포구 의사당대로 1,"평일 09:00~18:00 (17:00까지 입장)
토요일 10:00 ~ 13:00 (12:00까지 입장)","헌정기념관은 1998년 5월 29일 국회개원 50주년 기념사업의 일환으로 건립, 개관하여 국민에게 개방해오고 있다"
686,서울마리나 요트&클럽,685,서울특별시 영등포구 여의서로 160,"10:00~22:00  탑승 10분전 도착",한강에서 즐기는 수상레저와 요트문화
687,공간 와디즈,686,서울특별시 성동구 연무장1길 7-1,일~목 11:00~20:00 금~토 11:00~21:00,펀딩과 체험을 동시에 즐기자 !
688,천간사,687,서울특별시 은평구 불광로10길 20-8,상시 가능,서울에서 떠나는 사찰여행
689,승가사(서울),688,서울특별시 종로구 비봉4길 213,문의바람,"승가사는 진흥왕순수비로 유명한 북한산 비봉에서 동쪽으로 1km쯤 떨어져 있으며, 승가대사를 봉안한 독특한 사찰이다"
690,내원사(서울),689,서울특별시 성북구 보국문로 262-151 내원사,문의바람,북한산 자락에 자리하고 있는 역사깊은 사찰
691,은평구생활체육광장,690,서울특별시 은평구 증산로5길 35-27,"00:00 ~ 24:00","신선한 공기를 마실 수 있는 46,100㎡ 규모의 체육공원"
692,헬로우뮤지움,691,서울특별시 성동구 성수일로12길 20,"10:00 ~ 18:00",국내 최초의 사립 어린이 미술관
693,압구정 로데오거리,692,서울특별시 강남구 압구정동,상시 가능,"한국의 ‘유행1번지’, 압구정 로데오거리"
694,도산안창호기념관,693,서울특별시 강남구 도산대로45길 20,"평일 10:00~18:00
주말/공휴일 11:00~18:00",스스로 삶의 중심과 길을 잡아가는 산교육의 마당
695,학동공원,694,서울특별시 강남구 논현동 279-75,"24시간 개방",남녀노소 편안한 시간을 즐기도록
696,AHC스파,695,서울특별시 강남구 도산대로 237,"12:00~21:00",AHC 코스메틱 케어와 전문가의 손길로 완성되는 스페셜 스파 케어
697,갤러리JJ,696,서울특별시 강남구 논현로 745,"11:00~18:30",다양한 미술문화를 만나는 공간
698,CTS아트홀,697,서울특별시 동작구 노량진로 100,공연에 따라 다름,CTS기독교 TV는 행사를 성공적으로 개최하실 수 있도록 CTS아트홀과 CTS컨벤션홀을 운영하고 있다
699,설화수 플래그십 스토어,698,서울특별시 강남구 도산대로45길 18,"10:00 - 20:00",몸과 마음에 휴식을 주는 감각적인 공간
700,풋볼 팬타지움,699,서울특별시 마포구 월드컵로 240,"10:00~18:00 (입장마감 17:00)",축구를 테마로 한 복합문화공간
701,갤러리 나우,700,서울특별시 강남구 언주로152길 16,"10:00 - 19:00",현대 사진 예술작품을 만나는 공간
702,갤러리 마노,701,서울특별시 강남구 압구정로46길 71,"화요일-토요일
10:30 - 18:00",젊은 작가들의 역량을 펼쳐주는 갤러리
703,"서울교통공사 (신정,수서,천왕)",702,서울특별시 성동구 천호대로 346,문의바람,교통약자를 대상으로 쉽고 재미있게 안전교육을 받을 수 있는 곳
704,"서울교통공사 차량기지 (도봉, 모란기지)",703,서울특별시 성동구 천호대로 346,문의바람,안전 체험과 함께 궁금증 해결!
705,"서울교통공사 차량기지 (고덕, 방화, 수서, 군자, 신정, 신내, 천왕, 창동)",704,서울특별시 성동구 천호대로 346,문의바람,첫째도 안전 둘째도 안전!
706,도산공원,705,서울특별시 강남구 도산대로45길 20,"24시간",강남 빌딩 숲 속 안창호선생님의 애국정신이 잠들어 있는 곳
707,KBS온,706,서울특별시 영등포구 여의공원로 13,"09:30 ~ 17:30 (17:00까지 입장)",국내 최초의 방송 전시관
708,한생연 휴먼탐구과학관,707,서울특별시 서초구 반포대로 300,평일 09:30 - 18:00주말 09:00 - 18:00점심시간 12시30분~1시30분,서울 서초구 반포(지하철 고속터미널역)에 위치한 휴먼 탐구 과학관은 전문과학해설사와 함께 하는 체험형 인체 탐험 과학관으로 ㈜한생연 산하 7대 테마 과학관 중 한 곳이다
709,한강시민공원 망원지구(망원한강공원),708,서울특별시 마포구 마포나루길 467,"00:00~24:00",야경이 아름다운 산책 명소
710,연화사(서울),709,서울특별시 동대문구 경희대로3길 56,문의바람,연화사(蓮華寺)는 서울시 동대문구 회기동 천장산(天藏山) 자락에 자리한 대한불교 조계종 직할 말사이다
711,서울새활용플라자,710,서울특별시 성동구 자동차시장길 49,"10:00~18:00",세계 최대 규모의 새활용 복합 문화 공간
712,호림아트센터(호림박물관 신사분관),711,서울특별시 강남구 도산대로 317,"10:30~18:00
※ 입장은 관람종료 1시간 전까지","성보문화재단 호림박물관은 2009년 6월, 문화예술을 사랑하는 모든 분께 더 가까이 다가가고자, 관악구 신림동의 신림본관에 이어 문화의 중심지로 떠오르고 있는 강남구 신사동 호림아트센터 내에 신사분관을 개관하였다"
713,서울월드컵경기장 스타디움 투어,712,서울특별시 마포구 월드컵로 240,"09:00~18:00 / 50분간",‘월드 사커’가 선정한 세계에서 가장 아름다운 10대 축구 경기장
714,서울월드컵경기장,713,서울특별시 마포구 월드컵로 240,문의바람,"축구 경기뿐만 아니라 문화예술행사, 종교행사 등 각종 행사 장소로도 좋은 서울월드컵경기장"
715,피규어뮤지엄W,714,서울특별시 강남구 선릉로158길 3,"13:00~17:00",피규어 및 토이테마의 새로운 개념의 뮤지엄
716,쾨닉 서울,715,서울특별시 강남구 압구정로 412,"11:00  ~ 19:00",가장 흥미로운 현대 미술을 선도하는 갤러리
717,K현대미술관,716,서울특별시 강남구 선릉로 807,"10:00 ~ 19:00 (18시 입장 마감)","서울 강남구 압구정동 중심에 위치한 K현대미술관은 6개 층 전시장 4,959㎡ 규모의 사립 미술관이다"
718,한수공원,717,서울특별시 서초구 신반포로49길 9,"00:00 ~ 24:00",시민공원과 이어지는 산책길
719,타우요가 청담 본사,718,서울특별시 강남구 선릉로 822,평일 09:00 - 22:00,"타우 요가(TAO YOGA)는 현 시대 가장 영향력 있는 요가 스타일을 제시하는 요가센터로, 청담 본사는 전문가들을 위한 프리미엄 클래스를 운영하고 있다"
720,SJ쿤스트할레,719,서울특별시 강남구 언주로148길 5,문의바람,문화 예술계의 만남의 장소이자 토론의 장이 되는 플랫폼
721,평화광장,720,서울특별시 마포구 월드컵로 251,"00:00 ~ 24:00",서울시 마포구 성산동에 위치한 광장으로 서울 월드컵 경기장 앞에 펼쳐져 있다
722,성수동 수제화거리,721,서울특별시 성동구 연무장7길 15,문의바람,국내 최대 수제화 산업지역
723,선유도공원,722,서울특별시 영등포구 선유로 343,"06:00~24:00",과거 정수장 건축구조물을 재활용하여 만들어진 공원
724,동덕여자대학교 박물관,723,서울특별시 성북구 화랑로13길 60,"10:00~17:00(방학중 10:00~16:00)
※ 관람종료 1시간 전까지 입장 가능",우리의 우수한 여성관련 유물을 보존하는 곳
725,국립서울현충원,724,서울특별시 동작구 현충로 210,"[개방시간] 06:00~18:00
[견학시간] 09:00~17:00","국가와 민족의 성역, 국민과 함께하는 호국추모공원"
726,여의도샛강생태공원,725,서울특별시 영등포구 여의동로 48,문의바람,국내 최초로 조성된 생태공원
727,스탈릿성수,726,서울특별시 성동구 아차산로 104 스탈릿성수,문의바람,성수동 핫플 도심형 복합상업시설
728,관세박물관,727,서울특별시 강남구 언주로 721,월~금 10:00~17:00,우리나라 세관의 역사를 볼 수 있는 공간
729,영동 예맥화랑,728,서울특별시 강남구 강남대로 546,"10:00~18:00","영동 예맥화랑(영동시장 4거리)은 1992년 9월 개관 이래 회화, 조각, 공예 분야의 정예작가, 중견 및 원로 작가들을 초대, 전시를 통한 지역사회의 문화 진흥에 기여해 왔으며, 미적 인간상 확립, 미적 환경상 조성, 미적 생활상 정립, 문화산업을 통한 국제 문화 교류의 장으로 신인발굴 및 소장자와의 교량적 역할을 목적으로 하고 있다"
730,네츄럴 스파 블랑,729,서울특별시 강남구 논현로134길 9,오전10:00 - 익일01:00,서울 도심속 웰니스공간
731,마포 문화비축기지,730,서울특별시 마포구 증산로 87,"문화비축기지 00:00~24:00
Cafe Tank6 10:00~19:00
※ 시설별 운영시간 10:00~18:00(일자별 프로그램 공지사항 참고)",반려동물과 함께 거닐어보는 친환경과 재생의 아이콘
732,빨래골,731,서울특별시 강북구 인수봉로23길 60,"00:00 ~ 24:00",묽이 많고 맑은 곳
733,경희대학교 중앙박물관,732,서울특별시 동대문구 경희대로 26,"월~금요일 10:00~17:00
※ 단체관람 및 연구자를 위해 공휴일 이외에는 항시 개관(사전예약)","경희대학교 중앙박물관은 1956년 개관한 이래 고고역사민속 중심의 제1종 종합박물관으로서 학술, 교육, 전시, 문화재 지표 및 발굴조사 등 다양한 활동을 통하여 대학문화를 선도하고 있다"
734,경희대학교 자연사박물관,733,서울특별시 동대문구 경희대로 26,월~금 10:00~17:00,도시 가운데 작은 자연
735,양화한강공원,734,서울특별시 영등포구 노들로 221 한강사업본부 양화안내센터,문의바람,넓게 조성된 잔디밭에서 바라보는 탁 트인 전망
736,서울시립대학교박물관,735,서울특별시 동대문구 서울시립대로 163,"월~금 10:00~12:00, 13:00~17:00",우리 민족의 역사를 더 구석구석
737,갤러리 원,736,서울특별시 강남구 압구정로71길 14,월~금 10:00~18:00,모든 관람객들에게 색다른 경험을 선사하는 곳
738,갤러리 엠,737,서울특별시 강남구 압구정로71길 14,"월~금 10:00~18:30
토요일, 공휴일 10:00~18:00",가능성이 풍부한 작가들의 작품을 볼 수 있는 곳
739,유 아트 스페이스,738,서울특별시 강남구 압구정로71길 10,"10:00 ~ 18:00",작지만 깔끔한 느낌을 주는 전시관
740,성수동 카페거리,739,서울특별시 성동구 성수동2가,문의바람,볼거리와 먹거리가 가득한 핫 플레이스
741,[충효길코스 1코스] 고구동산길,740,서울특별시 동작구 상도로53길 70,"00:00~24:00",자연이 살아 숨쉬는 공간
742,반포종합운동장,741,서울특별시 서초구 신반포로16길 30,매일 06:00 ~ 22:00,서초구민의 스포츠를 위해 열린 체육시설
743,성수연방,742,서울특별시 성동구 성수이로14길 14,"10:00~22:00","성수연방은 각자의 분야에서 특별한 개성과 능력, 이야기를 가진 구성원들이 모인 ‘생활 문화 소사이어티 플랫폼’이다"
744,청담패션거리,743,서울특별시 강남구 청담동,상시이용가능,청담역 사거리에서 갤러리아 백화점에 이르는 대로변에는 명품 브랜드 매장이 밀집되어 있다
745,송은,744,서울특별시 강남구 도산대로 441,매일 11:00~18:30,기획 전시와 다양한 프로그램을 선보이다
746,플랫폼엘,745,서울특별시 강남구 언주로133길 11,화~일 11:00~20:00,패션기업 루이까또즈에서 운영하는 복합문화시설
747,플랫폼엘컨템포러리아트센터,746,서울특별시 강남구 언주로133길 11,화요일~일요일 11:00 - 20:00,복합문화공간
748,서울함공원,747,서울특별시 마포구 마포나루길 407,"하계(3월~10월)
- 평일 : 10:00 ~ 19:00
- 주말 : 10:00 ~ 20:00

동계(11월~2월)
- 평일 : 10:00 ~ 17:00
- 주말 : 10:00 ~ 18:00
※ 매주 월요일은 휴관",호국의 정신을 키울 수 있는 의미있는 도심의 휴식공간
749,서울특별시교육청 동작도서관,748,서울특별시 동작구 장승배기로 94,"[종합자료실] 평일 09:00~20:00 / 주말 09:00~17:00
[디지털자료실] 평일 09:00~19:00 / 주말 09:00~17:00
[어린이실] 평일 09:00~18:00 / 주말 09:00~17:00
[자율학습실/노트북실]
평일 07:00~22:00","찾고 싶고, 머물고 싶은 도서관"
750,김리아 갤러리,749,서울특별시 강남구 압구정로75길 5 리아빌딩,"11:00~18:00",다양한 미술작품을 만날 수 있는 공간
751,평화잔디광장,750,서울특별시 마포구 증산로 32,"00:00 ~ 24:00",서울시 마포구 성산동에 위치한 월드컵 공원의 5개 테마 중 하나인 평화의 공원 내 잔디광장으로 서울 최대의 크기를 자랑하고 있다
752,아모레 성수,751,서울특별시 성동구 아차산로11길 7,화요일 ~일요일 10:30 ~ 20:30,뷰티브랜드 아모레의 제품 체험과 휴식이 가능한 플래그십 스토어
753,서울여성플라자,752,서울특별시 동작구 여의대방로54길 18,문의바람,국내 최대 여성복합문화공간
754,아트홀 봄,753,서울특별시 동작구 여의대방로54길 18,공연에 따라 다름,여성과 가족을 위한 행복한 문화공연장
755,반공순국용사 위령탑,754,서울특별시 영등포구 신길1동 20-4,문의바람,호국용사들을 추모하기 위해 건립된 탑
756,리얼월드 성수,755,서울특별시 성동구 연무장13길 8,"평일 09:00~20:00
주말 11:00~20:00",스토리 속 주인공이 되어보는 이색 체험 공간
757,서초YMCA 수영장(실내),756,서울특별시 서초구 사평대로 55,※ 홈페이지 참조 요망,지역주민의 건강과 여가생활 증진을 위해 힘쓰는 서초 YMCA
758,심산기념문화센터,757,서울특별시 서초구 사평대로 55,"09:00~18:00 (시설에따라 상이함)",시민들을 위한 교육문화 공간
759,에스팩토리,758,서울특별시 성동구 연무장15길 11,"1층 11:00 ~ 21:00 
3층 11:00 ~ 23:00",즐기며 배우는 공간
760,동작문화원,759,서울특별시 동작구 장승배기로10길 42,강좌시간에 따라 다름,전통과 미래가 숨쉬는 곳
761,호국지장사(서울),760,서울특별시 동작구 현충로 210,문의바람,국립서울 현충원 내 위치하여 있는 호국지장사
762,갤러리미,761,서울특별시 강남구 압구정로 461 네이처 포엠,평일 10:00 ~ 19:00토요일 10:00 ~ 17:00,다양한 기획 전시를 진행하는 예술공간
763,서울에너지드림센터,762,서울특별시 마포구 증산로 14,"10:00 - 17:00 (마감시간 30분 전까지 입장가능)",국내 최초 에너지 자립형 친환경 건축물
764,샘터화랑,763,서울특별시 서초구 고무래로8길 4,"10:00~19:00",한국의 근 현대 미술을 선도하는 화랑
765,DMC 홍보관,764,서울특별시 마포구 월드컵북로 366,월~토 10:00~17:00 (일요일 및 공휴일 휴무),디지털미디어시티사업을 종합적으로 안내하기 위한 곳
766,DMC(디지털미디어시티) 자전거코스,765,서울특별시 마포구 월드컵북로 366,문의바람,"DMC는 디지털미디어시티(Digital Media City)의 약자로, 과거 쓰레기산이었던 난지도를 서울시에서 변화시켜 세계 최상의 첨단문화산업단지로 조성중인 곳이다"
767,달마사(서울),766,서울특별시 동작구 서달로 50-26,문의바람,여유롭고 낭만있는 사찰
768,서울특별시교육청 영등포평생학습관,767,서울특별시 영등포구 버드나루로15길 10,"[문헌정보실] 평일 09:00~20:00 / 주말 09:00~17:00 
[디지털/간행물실] 평일 09:00~18:00 / 주말 09:00~17:00
[어린이실] 평일 09:00~18:00 / 주말 09:00~17:00
[자율학습실]*코로나 19관련 제한 운영
 평일 07:00~21:00 / 주말 07:00~21:00","지역주민의 삶의 질 향상과 자아실현을 위한 다양한 평생학습 프로그램을 운영하여 자기계발의 기회를 제공하고, 독서 문화정착과 지역사회 지식, 정보 문화센터의 역할을 하기 위해 많은 자료를 비치하고 이용자의 편의를 우선하여 서비스하고 있다"
769,YTN,768,서울특별시 마포구 상암산로 76,"월~금 10:00, 14:00 (1일2회)",뉴스가 만들어지는 현장
770,은평문화원,769,서울특별시 은평구 수색로 282,강좌에 따라 다름,은평문화원은 은평 지역의 특색있는 전통문화를 계승 발전시키고 다양한 문화사업으로 지역주민에게 문화욕구를 충족시키고자 한다
771,서초구립반포도서관,770,서울특별시 서초구 고무래로 34,"화~금요일 : [어린이자료실] 09:00~18:00/[종합자료실1,2] 09:00~22:00 
토~일요일 : [도서관전체] 09:00~18:00",서초구민의 지원과 열망으로 세워진 반포도서관은 삶 속의 도서관(Library in the life of Users)을 지향한다
772,갤러리 피치,771,서울특별시 강남구 도산대로87길 25,"09:00~18:00",갤러리 피치는 다양한 형태의 전시를 위해 마련된 공간이다
773,배봉산,772,서울특별시 동대문구 전농동,문의바람,해발 108m의 배봉산에 조성된 배봉산근린공원은 산지형 공원으로 비탈졌으나 무장애 둘레길이 있어 수월하게 오를 수 있는 공원이다
774,화계사(서울),773,서울특별시 강북구 화계사길 117,문의바람,대한불교조계종 직할교구소속의 전통사찰
775,e스포츠 명예의 전당,774,서울특별시 마포구 매봉산로 31 S-PLEX CENTER,화 ~ 일요일 11:00~18:00,e스포츠의 역사가 있는 곳
776,JTBC,775,서울특별시 마포구 상암산로 48-6,"월~금 10:00, 15:00",프로그램을 체험하는 공간
777,청화랑,776,서울특별시 강남구 삼성로147길 4,평일 10:30~18:00 / 토요일 11:00~17:00 / 일요일 12:00~17:00(전시가 있을 경우에만 오픈),역량 있는 신인작가들의 작품을 만날 수 있는 곳
778,그린워커스,777,서울특별시 성동구 성수이로26길 47,"화,수,목,금 12:00 ~ 19:00토,일 12:00 ~ 18:00",그린워커스는 플라스틱방앗간X노플라스틱선데이가 함께 만드는 자원순환 복합문화공간이다
779,디지털 파빌리온,778,서울특별시 마포구 월드컵북로 396,"10:00~17:00",IT 기업의 신제품과 기업 홍보 공간
780,한국영상자료원,779,서울특별시 마포구 월드컵북로 400,화~일 10:00 ~ 19:00 ,영상자료의 공간
781,와이키키레저,780,서울특별시 마포구 마포나루길 332,"06:00~23:59",계절에 구애받지 않고 즐길 수 있는 매력적인 레포츠
782,한국영화박물관,781,서울특별시 마포구 월드컵북로 400,평일(화·금) : 10:00~19:00 / 토·일·공휴일: 10:00~18:00 / 매월 마지막 주 수요일: 10:00~21:00,근대에서 현대까지 한국영화 100년사
783,국립중앙도서관,782,서울특별시 서초구 반포대로 201,"09:00 ~ 18:00 / 수요일 09:00 ~ 21:00",국가 지식 정보 자원의 보고
784,동작청소년문화의집,783,서울특별시 동작구 상도로15바길 5,"화요일 ~ 토요일 : 09:00~21:00 일요일, 공휴일 : 09:00~18:00","서울 동작구 상도동에 있는 청소년을 위한 공연, 밴드 연습, 댄스 연습 등 무대와 음악 활동을 할 수 있는 공간이다"
785,서래마을,784,서울특별시 서초구 반포동,문의바람,"프렌치 레스토랑과 와인바, 카페 등이 들어서 있어 프랑스 마을 같은 서래마을"
